"sp";"photo";"id";"codenom";"status";"taxref";"flore";"index";"family";"rank";"source";"obs";"large";"credit";"other";"...16";"...17";"attribution";"powo";"gbif";"inatid";"inat";"idphoto";"idobs";"mnhn";"tropicos";"fna";"inpn";"stat"
"Cyperus rubicundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/174161025/original.jpeg";;;"Cryptogène";706162;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/103981883";;;;;;"(c) Christian Berg, some rights reserved (CC BY)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305807-1";"https://www.gbif.org/fr/species/2714875";436129;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=436129";"174161025";"103981883";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+rubicundus";"https://tropicos.org/name/Search?name=cyperus%20rubicundus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706162?departmentInseeId=974&view=map";"Cr"
"Cyperus sanguinolentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/131115798/original.jpg";;;"Exotique";709064;"Pycreus sanguinolentus";;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/80023217";;;"Pycreus sanguinolentus";;;"(c) quinkin, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332091-2";"https://www.gbif.org/fr/species/2730818";161488;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161488";"131115798";"80023217";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sanguinolentus";"https://tropicos.org/name/Search?name=cyperus%20sanguinolentus";"http://floranorthamerica.org/Cyperus_sanguinolentus";"https://openobs.mnhn.fr/redirect/inpn/taxa/709064?departmentInseeId=974&view=map";"Ex"
"Cyperus sanguinolentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/176873545/original.jpeg";;;"Exotique";709064;"Pycreus sanguinolentus";;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/105418542";;;"Pycreus sanguinolentus";;;"(c) Sharon Pearson, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332091-2";"https://www.gbif.org/fr/species/2730818";161488;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161488";"176873545";"105418542";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sanguinolentus";"https://tropicos.org/name/Search?name=cyperus%20sanguinolentus";"http://floranorthamerica.org/Cyperus_sanguinolentus";"https://openobs.mnhn.fr/redirect/inpn/taxa/709064?departmentInseeId=974&view=map";"Ex"
"Cyperus sanguinolentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/29084089/original.jpg";;;"Exotique";709064;"Pycreus sanguinolentus";;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/18970491";;;"Pycreus sanguinolentus";;;"(c) Howard Horne, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332091-2";"https://www.gbif.org/fr/species/2730818";161488;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161488";"29084089";"18970491";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sanguinolentus";"https://tropicos.org/name/Search?name=cyperus%20sanguinolentus";"http://floranorthamerica.org/Cyperus_sanguinolentus";"https://openobs.mnhn.fr/redirect/inpn/taxa/709064?departmentInseeId=974&view=map";"Ex"
"Cyperus sanguinolentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/112081367/original.jpg";;;"Exotique";709064;"Pycreus sanguinolentus";;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/69116262";;;"Pycreus sanguinolentus";;;"(c) Lise Kool, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332091-2";"https://www.gbif.org/fr/species/2730818";161488;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161488";"112081367";"69116262";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sanguinolentus";"https://tropicos.org/name/Search?name=cyperus%20sanguinolentus";"http://floranorthamerica.org/Cyperus_sanguinolentus";"https://openobs.mnhn.fr/redirect/inpn/taxa/709064?departmentInseeId=974&view=map";"Ex"
"Cyperus sanguinolentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/55575751/original.jpeg";;;"Exotique";709064;"Pycreus sanguinolentus";;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/35256087";;;"Pycreus sanguinolentus";;;"(c) Zoology123, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332091-2";"https://www.gbif.org/fr/species/2730818";161488;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161488";"55575751";"35256087";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sanguinolentus";"https://tropicos.org/name/Search?name=cyperus%20sanguinolentus";"http://floranorthamerica.org/Cyperus_sanguinolentus";"https://openobs.mnhn.fr/redirect/inpn/taxa/709064?departmentInseeId=974&view=map";"Ex"
"Cyperus sanguinolentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/63169571/original.jpeg";;;"Exotique";709064;"Pycreus sanguinolentus";;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/39792900";;;"Pycreus sanguinolentus";;;"(c) Lise Kool, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332091-2";"https://www.gbif.org/fr/species/2730818";161488;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161488";"63169571";"39792900";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sanguinolentus";"https://tropicos.org/name/Search?name=cyperus%20sanguinolentus";"http://floranorthamerica.org/Cyperus_sanguinolentus";"https://openobs.mnhn.fr/redirect/inpn/taxa/709064?departmentInseeId=974&view=map";"Ex"
"Cyperus sanguinolentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/112081436/original.jpeg";;;"Exotique";709064;"Pycreus sanguinolentus";;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/69116262";;;"Pycreus sanguinolentus";;;"(c) Lise Kool, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332091-2";"https://www.gbif.org/fr/species/2730818";161488;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161488";"112081436";"69116262";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sanguinolentus";"https://tropicos.org/name/Search?name=cyperus%20sanguinolentus";"http://floranorthamerica.org/Cyperus_sanguinolentus";"https://openobs.mnhn.fr/redirect/inpn/taxa/709064?departmentInseeId=974&view=map";"Ex"
"Cyperus sesquiflorus";"https://inaturalist-open-data.s3.amazonaws.com/photos/150959416/original.jpeg";"Espèce de petite à moyenne taille surtout trouvée en bordure de sentiers dans les forêts humides. Contrairement aux autres espèces de Cyperus de type Kyllinga, l'inflorescence souvent verdâtre est formée de plusieurs épis dont un principal de forme cylindrique. Les achènes de cette espèce sont également foncées contrairement aux achènes de C. hortensis.";10326;"Exotique";;"Kyllinga odorata";;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/91279890";;;"Kyllingia odorata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75123-2";"https://www.gbif.org/fr/species/3583416";775366;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=775366";"150959416";"91279890";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sesquiflorus";"https://tropicos.org/name/Search?name=cyperus%20sesquiflorus";;;"Ex"
"Cyperus sesquiflorus";"https://inaturalist-open-data.s3.amazonaws.com/photos/178984060/original.jpeg";;10326;"Exotique";;"Kyllinga odorata";;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/106536079";;;"Kyllingia odorata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75123-2";"https://www.gbif.org/fr/species/3583416";775366;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=775366";"178984060";"106536079";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sesquiflorus";"https://tropicos.org/name/Search?name=cyperus%20sesquiflorus";;;"Ex"
"Cyperus sesquiflorus";"https://inaturalist-open-data.s3.amazonaws.com/photos/178984075/original.jpeg";;10326;"Exotique";;"Kyllinga odorata";;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/106536079";;;"Kyllingia odorata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75123-2";"https://www.gbif.org/fr/species/3583416";775366;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=775366";"178984075";"106536079";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sesquiflorus";"https://tropicos.org/name/Search?name=cyperus%20sesquiflorus";;;"Ex"
"Cyperus sesquiflorus";"https://inaturalist-open-data.s3.amazonaws.com/photos/203530128/original.jpeg";;10326;"Exotique";;"Kyllinga odorata";;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/120343316";;;"Kyllingia odorata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75123-2";"https://www.gbif.org/fr/species/3583416";775366;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=775366";"203530128";"120343316";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sesquiflorus";"https://tropicos.org/name/Search?name=cyperus%20sesquiflorus";;;"Ex"
"Cyperus sesquiflorus";"https://inaturalist-open-data.s3.amazonaws.com/photos/150959464/original.jpeg";;10326;"Exotique";;"Kyllinga odorata";;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/91279890";;;"Kyllingia odorata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75123-2";"https://www.gbif.org/fr/species/3583416";775366;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=775366";"150959464";"91279890";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sesquiflorus";"https://tropicos.org/name/Search?name=cyperus%20sesquiflorus";;;"Ex"
"Cyperus sesquiflorus";"https://inaturalist-open-data.s3.amazonaws.com/photos/178984093/original.jpeg";;10326;"Exotique";;"Kyllinga odorata";;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/106536079";;;"Kyllingia odorata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75123-2";"https://www.gbif.org/fr/species/3583416";775366;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=775366";"178984093";"106536079";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sesquiflorus";"https://tropicos.org/name/Search?name=cyperus%20sesquiflorus";;;"Ex"
"Cyperus sesquiflorus";"https://inaturalist-open-data.s3.amazonaws.com/photos/151139685/original.jpeg";;10326;"Exotique";;"Kyllinga odorata";;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/91279890";;;"Kyllingia odorata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75123-2";"https://www.gbif.org/fr/species/3583416";775366;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=775366";"151139685";"91279890";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sesquiflorus";"https://tropicos.org/name/Search?name=cyperus%20sesquiflorus";;;"Ex"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/161564956/original.jpeg";"Espèce de petite à moyenne taille trouvée surtout près des milieux frais ou cultivés de l'est. Cette espèce est caractérisée par des épillets étroits traversés au centre par une mince bande marron au centre contrastant avec le vert pâle des côtés. Contrairement à C. intactus, les épillets sont plus étroits et bien que parfois très contrastante, la couleur marron n'est jamais dominante comme chez C. intactus.";;"Exotique";446190;;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/97179569";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305967-1";"https://www.gbif.org/fr/species/2715182";161494;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161494";"161564956";"97179569";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sphacelatus";"https://tropicos.org/name/Search?name=cyperus%20sphacelatus";"http://floranorthamerica.org/Cyperus_sphacelatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/446190?departmentInseeId=974&view=map";"Ex"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/161565011/original.jpeg";;;"Exotique";446190;;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/97179569";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305967-1";"https://www.gbif.org/fr/species/2715182";161494;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161494";"161565011";"97179569";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sphacelatus";"https://tropicos.org/name/Search?name=cyperus%20sphacelatus";"http://floranorthamerica.org/Cyperus_sphacelatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/446190?departmentInseeId=974&view=map";"Ex"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/153300197/original.jpeg";;;"Exotique";446190;;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/92573688";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305967-1";"https://www.gbif.org/fr/species/2715182";161494;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161494";"153300197";"92573688";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sphacelatus";"https://tropicos.org/name/Search?name=cyperus%20sphacelatus";"http://floranorthamerica.org/Cyperus_sphacelatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/446190?departmentInseeId=974&view=map";"Ex"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/153300294/original.jpeg";;;"Exotique";446190;;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/92573688";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305967-1";"https://www.gbif.org/fr/species/2715182";161494;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161494";"153300294";"92573688";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sphacelatus";"https://tropicos.org/name/Search?name=cyperus%20sphacelatus";"http://floranorthamerica.org/Cyperus_sphacelatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/446190?departmentInseeId=974&view=map";"Ex"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/161565175/original.jpeg";;;"Exotique";446190;;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/97179569";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305967-1";"https://www.gbif.org/fr/species/2715182";161494;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161494";"161565175";"97179569";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sphacelatus";"https://tropicos.org/name/Search?name=cyperus%20sphacelatus";"http://floranorthamerica.org/Cyperus_sphacelatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/446190?departmentInseeId=974&view=map";"Ex"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/153300274/original.jpeg";;;"Exotique";446190;;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/92573688";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305967-1";"https://www.gbif.org/fr/species/2715182";161494;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161494";"153300274";"92573688";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sphacelatus";"https://tropicos.org/name/Search?name=cyperus%20sphacelatus";"http://floranorthamerica.org/Cyperus_sphacelatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/446190?departmentInseeId=974&view=map";"Ex"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/161565066/original.jpeg";;;"Exotique";446190;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/97179569";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305967-1";"https://www.gbif.org/fr/species/2715182";161494;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161494";"161565066";"97179569";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+sphacelatus";"https://tropicos.org/name/Search?name=cyperus%20sphacelatus";"http://floranorthamerica.org/Cyperus_sphacelatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/446190?departmentInseeId=974&view=map";"Ex"
"Cyperus stoloniferus";"https://inaturalist-open-data.s3.amazonaws.com/photos/160032265/original.jpeg";"Espèce de petite à moyenne taille trouvée exclusivement dans les sables coralliens et les hauts de plages de l'ouest. Les plantes forment souvent des rosettes basales aux feuilles allongées et sinueuses. Les épillets sont généralement rouges, bruns ou verdâtres. Contrairement à C. rotundus, les épillets sont proportionnellement plus courts et beaucoup plus arrondis en section transversale. L'espèce est fortement menacée par le développement côtier, la surfréquentation des plages et le piétinement.";;"Indigène";838881;"Cyperus stolonifer";;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/96336044";;;"Cyperus stolonifer";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306015-1";"https://www.gbif.org/fr/species/2714571";370195;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=370195";"160032265";"96336044";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+stoloniferus";"https://tropicos.org/name/Search?name=cyperus%20stoloniferus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/838881?departmentInseeId=974&view=map";"In"
"Cyperus stoloniferus";"https://inaturalist-open-data.s3.amazonaws.com/photos/177833920/original.jpeg";;;"Indigène";838881;"Cyperus stolonifer";;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/105920787";;;"Cyperus stolonifer";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306015-1";"https://www.gbif.org/fr/species/2714571";370195;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=370195";"177833920";"105920787";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+stoloniferus";"https://tropicos.org/name/Search?name=cyperus%20stoloniferus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/838881?departmentInseeId=974&view=map";"In"
"Cyperus stoloniferus";"https://inaturalist-open-data.s3.amazonaws.com/photos/160032310/original.jpeg";;;"Indigène";838881;"Cyperus stolonifer";;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/96336044";;;"Cyperus stolonifer";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306015-1";"https://www.gbif.org/fr/species/2714571";370195;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=370195";"160032310";"96336044";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+stoloniferus";"https://tropicos.org/name/Search?name=cyperus%20stoloniferus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/838881?departmentInseeId=974&view=map";"In"
"Cyperus stoloniferus";"https://inaturalist-open-data.s3.amazonaws.com/photos/180051015/original.jpeg";;;"Indigène";838881;"Cyperus stolonifer";;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/107093917";;;"Cyperus stolonifer";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306015-1";"https://www.gbif.org/fr/species/2714571";370195;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=370195";"180051015";"107093917";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+stoloniferus";"https://tropicos.org/name/Search?name=cyperus%20stoloniferus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/838881?departmentInseeId=974&view=map";"In"
"Cyperus stoloniferus";"https://inaturalist-open-data.s3.amazonaws.com/photos/180093334/original.jpeg";;;"Indigène";838881;"Cyperus stolonifer";;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/107115810";;;"Cyperus stolonifer";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306015-1";"https://www.gbif.org/fr/species/2714571";370195;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=370195";"180093334";"107115810";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+stoloniferus";"https://tropicos.org/name/Search?name=cyperus%20stoloniferus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/838881?departmentInseeId=974&view=map";"In"
"Cyperus stoloniferus";"https://inaturalist-open-data.s3.amazonaws.com/photos/184213915/original.jpeg";;;"Indigène";838881;"Cyperus stolonifer";;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/109311911";;;"Cyperus stolonifer";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306015-1";"https://www.gbif.org/fr/species/2714571";370195;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=370195";"184213915";"109311911";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+stoloniferus";"https://tropicos.org/name/Search?name=cyperus%20stoloniferus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/838881?departmentInseeId=974&view=map";"In"
"Cyperus stoloniferus";"https://inaturalist-open-data.s3.amazonaws.com/photos/180051056/original.jpeg";;;"Indigène";838881;"Cyperus stolonifer";;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/107093917";;;"Cyperus stolonifer";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306015-1";"https://www.gbif.org/fr/species/2714571";370195;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=370195";"180051056";"107093917";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+stoloniferus";"https://tropicos.org/name/Search?name=cyperus%20stoloniferus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/838881?departmentInseeId=974&view=map";"In"
"Cyperus tenuifolius";;;;"NA";633005;;;"Excluded";;;;;;;;;;;;;;;;"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+tenuifolius";"https://tropicos.org/name/Search?name=cyperus%20tenuifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/633005?departmentInseeId=974&view=map";"NA"
"Cyperus thomensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/184094599/original.jpeg";"L'espèce est mentionnée pour Maurice dans la Flore, mais elle n'est pas mentionnée pour la Réunion dans l'index du CBN-CPIE Mascarin et dans la Flore. Identification à confirmer. Peut-être une échappée de culture? Les épillets, très petits, sont regroupés en épis très compacts.";;"Exotique";;;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/109248630";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77200939-1";"https://www.gbif.org/fr/species/11024748";1367480;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1367480";"184094599";"109248630";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+thomensis";"https://tropicos.org/name/Search?name=cyperus%20thomensis";;;"Ex"
"Cyperus thomensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/145600900/original.jpeg";;;"Exotique";;;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/88259514";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77200939-1";"https://www.gbif.org/fr/species/11024748";1367480;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1367480";"145600900";"88259514";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+thomensis";"https://tropicos.org/name/Search?name=cyperus%20thomensis";;;"Ex"
"Cyperus thomensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/184094705/original.jpeg";;;"Exotique";;;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/109248630";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77200939-1";"https://www.gbif.org/fr/species/11024748";1367480;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1367480";"184094705";"109248630";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+thomensis";"https://tropicos.org/name/Search?name=cyperus%20thomensis";;;"Ex"
"Cyperus thomensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/145600931/original.jpeg";;;"Exotique";;;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/88259514";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77200939-1";"https://www.gbif.org/fr/species/11024748";1367480;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1367480";"145600931";"88259514";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+thomensis";"https://tropicos.org/name/Search?name=cyperus%20thomensis";;;"Ex"
"Cyperus thomensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/184094914/original.jpeg";;;"Exotique";;;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/109248630";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77200939-1";"https://www.gbif.org/fr/species/11024748";1367480;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1367480";"184094914";"109248630";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+thomensis";"https://tropicos.org/name/Search?name=cyperus%20thomensis";;;"Ex"
