"sp";"photo";"id";"codenom";"status";"taxref";"flore";"index";"family";"rank";"source";"obs";"large";"credit";"other";"...16";"...17";"attribution";"powo";"gbif";"inatid";"inat";"idphoto";"idobs";"mnhn";"tropicos";"fna";"inpn";"stat"
"Cyperus thomensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/184095716/original.jpeg";;;"Exotique";;;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/109248630";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77200939-1";"https://www.gbif.org/fr/species/11024748";1367480;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1367480";"184095716";"109248630";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+thomensis";"https://tropicos.org/name/Search?name=cyperus%20thomensis";;;"Ex"
"Cyperus thomensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/184095825/original.jpeg";;;"Exotique";;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/109248630";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77200939-1";"https://www.gbif.org/fr/species/11024748";1367480;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1367480";"184095825";"109248630";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+thomensis";"https://tropicos.org/name/Search?name=cyperus%20thomensis";;;"Ex"
"Cyrtococcum multinode";"https://inaturalist-open-data.s3.amazonaws.com/photos/147848950/original.jpeg?1627844718";"Espèce ressemblant beaucoup à Isachne mauritiana, mais les feuilles sont plus larges et les épillets différents. Ressemble aussi à Panicum brevifolium, mais ce dernier à des feuilles embrassantes.";;"Indigène";807291;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/89525465";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397254-1";"https://www.gbif.org/fr/species/4132988";1150721;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1150721";"147848950";"89525465";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyrtococcum+multinode";"https://tropicos.org/name/Search?name=cyrtococcum%20multinode";;"https://openobs.mnhn.fr/redirect/inpn/taxa/807291?departmentInseeId=974&view=map";"In"
"Cyrtococcum multinode";"https://inaturalist-open-data.s3.amazonaws.com/photos/147849050/original.jpeg?1627844741";;;"Indigène";807291;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/89525465";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397254-1";"https://www.gbif.org/fr/species/4132988";1150721;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1150721";"147849050";"89525465";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyrtococcum+multinode";"https://tropicos.org/name/Search?name=cyrtococcum%20multinode";;"https://openobs.mnhn.fr/redirect/inpn/taxa/807291?departmentInseeId=974&view=map";"In"
"Cyrtococcum multinode";"https://inaturalist-open-data.s3.amazonaws.com/photos/147849000/original.jpeg?1627844730";;;"Indigène";807291;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/89525465";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397254-1";"https://www.gbif.org/fr/species/4132988";1150721;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1150721";"147849000";"89525465";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyrtococcum+multinode";"https://tropicos.org/name/Search?name=cyrtococcum%20multinode";;"https://openobs.mnhn.fr/redirect/inpn/taxa/807291?departmentInseeId=974&view=map";"In"
"Cyrtococcum multinode";"https://inaturalist-open-data.s3.amazonaws.com/photos/104536992/original.jpg?1605480379";;;"Indigène";807291;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/64970895";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397254-1";"https://www.gbif.org/fr/species/4132988";1150721;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1150721";"104536992";"64970895";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyrtococcum+multinode";"https://tropicos.org/name/Search?name=cyrtococcum%20multinode";;"https://openobs.mnhn.fr/redirect/inpn/taxa/807291?departmentInseeId=974&view=map";"In"
"Cyrtococcum multinode";"https://inaturalist-open-data.s3.amazonaws.com/photos/147849141/original.jpeg";;;"Indigène";807291;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/89525465";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397254-1";"https://www.gbif.org/fr/species/4132988";1150721;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1150721";"147849141";"89525465";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyrtococcum+multinode";"https://tropicos.org/name/Search?name=cyrtococcum%20multinode";;"https://openobs.mnhn.fr/redirect/inpn/taxa/807291?departmentInseeId=974&view=map";"In"
"Cyrtococcum multinode";"https://inaturalist-open-data.s3.amazonaws.com/photos/147849526/original.jpeg?1627844847";;;"Indigène";807291;;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/89525465";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397254-1";"https://www.gbif.org/fr/species/4132988";1150721;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1150721";"147849526";"89525465";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyrtococcum+multinode";"https://tropicos.org/name/Search?name=cyrtococcum%20multinode";;"https://openobs.mnhn.fr/redirect/inpn/taxa/807291?departmentInseeId=974&view=map";"In"
"Cyrtococcum multinode";"https://inaturalist-open-data.s3.amazonaws.com/photos/147849092/original.jpeg?1627844754";;;"Indigène";807291;;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/89525465";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397254-1";"https://www.gbif.org/fr/species/4132988";1150721;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1150721";"147849092";"89525465";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyrtococcum+multinode";"https://tropicos.org/name/Search?name=cyrtococcum%20multinode";;"https://openobs.mnhn.fr/redirect/inpn/taxa/807291?departmentInseeId=974&view=map";"In"
"Dactylis glomerata";"https://inaturalist-open-data.s3.amazonaws.com/photos/131175264/original.jpeg?1621823696";"Commun dans les champs du mésotherme (e.g. Plaine des Cafres). La panicule est souvent reconnaissable par les branches plus longues à la base de l'inflorescense et les épillets regroupés au extrémités des branches. Les épillets ainsi que les glomérules formés par les épillets sont caractéristiques.";;"Exotique";94207;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/80055815";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"https://www.gbif.org/fr/species/2705308";52720;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=52720";"131175264";"80055815";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactylis+glomerata";"https://tropicos.org/name/Search?name=dactylis%20glomerata";"http://floranorthamerica.org/Dactylis_glomerata";"https://openobs.mnhn.fr/redirect/inpn/taxa/94207?departmentInseeId=974&view=map";"Ex"
"Dactylis glomerata";"https://inaturalist-open-data.s3.amazonaws.com/photos/97627237/original.jpeg?1601247044";;;"Exotique";94207;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/61034632";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"https://www.gbif.org/fr/species/2705308";52720;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=52720";"97627237";"61034632";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactylis+glomerata";"https://tropicos.org/name/Search?name=dactylis%20glomerata";"http://floranorthamerica.org/Dactylis_glomerata";"https://openobs.mnhn.fr/redirect/inpn/taxa/94207?departmentInseeId=974&view=map";"Ex"
"Dactylis glomerata";"https://inaturalist-open-data.s3.amazonaws.com/photos/127914147/original.jpeg?1620616555";;;"Exotique";94207;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/78181150";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"https://www.gbif.org/fr/species/2705308";52720;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=52720";"127914147";"78181150";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactylis+glomerata";"https://tropicos.org/name/Search?name=dactylis%20glomerata";"http://floranorthamerica.org/Dactylis_glomerata";"https://openobs.mnhn.fr/redirect/inpn/taxa/94207?departmentInseeId=974&view=map";"Ex"
"Dactylis glomerata";"https://inaturalist-open-data.s3.amazonaws.com/photos/173712797/original.jpeg";;;"Exotique";94207;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/103747231";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"https://www.gbif.org/fr/species/2705308";52720;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=52720";"173712797";"103747231";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactylis+glomerata";"https://tropicos.org/name/Search?name=dactylis%20glomerata";"http://floranorthamerica.org/Dactylis_glomerata";"https://openobs.mnhn.fr/redirect/inpn/taxa/94207?departmentInseeId=974&view=map";"Ex"
"Dactylis glomerata";"https://inaturalist-open-data.s3.amazonaws.com/photos/97627261/original.jpeg?1601247051";;;"Exotique";94207;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/61034632";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"https://www.gbif.org/fr/species/2705308";52720;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=52720";"97627261";"61034632";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactylis+glomerata";"https://tropicos.org/name/Search?name=dactylis%20glomerata";"http://floranorthamerica.org/Dactylis_glomerata";"https://openobs.mnhn.fr/redirect/inpn/taxa/94207?departmentInseeId=974&view=map";"Ex"
"Dactylis glomerata";"https://inaturalist-open-data.s3.amazonaws.com/photos/97627317/original.jpeg?1601247066";;;"Exotique";94207;;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/61034632";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"https://www.gbif.org/fr/species/2705308";52720;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=52720";"97627317";"61034632";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactylis+glomerata";"https://tropicos.org/name/Search?name=dactylis%20glomerata";"http://floranorthamerica.org/Dactylis_glomerata";"https://openobs.mnhn.fr/redirect/inpn/taxa/94207?departmentInseeId=974&view=map";"Ex"
"Dactylis glomerata";"https://inaturalist-open-data.s3.amazonaws.com/photos/173712769/original.jpeg";;;"Exotique";94207;;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/103747231";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"https://www.gbif.org/fr/species/2705308";52720;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=52720";"173712769";"103747231";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactylis+glomerata";"https://tropicos.org/name/Search?name=dactylis%20glomerata";"http://floranorthamerica.org/Dactylis_glomerata";"https://openobs.mnhn.fr/redirect/inpn/taxa/94207?departmentInseeId=974&view=map";"Ex"
"Dactyloctenium aegyptium";"https://inaturalist-open-data.s3.amazonaws.com/photos/151765662/original.jpeg?1629362431";"Espèce de petite à moyenne taille trouvée dans les milieux ouverts et littoraux des bas. L'inflorescence caractéristique rend le genre est facilement identifiable, mais la distinction avec les autres espèces est plus difficile. Contrairement à D. ctenoides, les graînes sont rugueuses ou nervurées, alors qu'elles sont plutôt vésiculeuses chez D. ctenoides. La distinction avec D. australe semble plus difficile et il y aurait eu beaucoup de confusions entre les deux espèces. Selon les différentes références, les anthères serait plus grandes chez D. aegyptium, l'aspect stolonifère plus prononcé et le nombre de racèmes moins élevé (souvent 2-3), mais les critères varient beaucoup d'un source à l'autre.";;"Indigène";638629;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/91721970";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397387-1";"https://www.gbif.org/fr/species/2706188";76599;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76599";"151765662";"91721970";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactyloctenium+aegyptium";"https://tropicos.org/name/Search?name=dactyloctenium%20aegyptium";"http://floranorthamerica.org/Dactyloctenium_aegyptium";"https://openobs.mnhn.fr/redirect/inpn/taxa/638629?departmentInseeId=974&view=map";"In"
"Dactyloctenium aegyptium";"https://inaturalist-open-data.s3.amazonaws.com/photos/151765650/original.jpeg?1629362421";;;"Indigène";638629;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/91721970";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397387-1";"https://www.gbif.org/fr/species/2706188";76599;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76599";"151765650";"91721970";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactyloctenium+aegyptium";"https://tropicos.org/name/Search?name=dactyloctenium%20aegyptium";"http://floranorthamerica.org/Dactyloctenium_aegyptium";"https://openobs.mnhn.fr/redirect/inpn/taxa/638629?departmentInseeId=974&view=map";"In"
"Dactyloctenium aegyptium";"https://inaturalist-open-data.s3.amazonaws.com/photos/138099279/original.jpeg?1624367893";;;"Indigène";638629;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/84048204";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397387-1";"https://www.gbif.org/fr/species/2706188";76599;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76599";"138099279";"84048204";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactyloctenium+aegyptium";"https://tropicos.org/name/Search?name=dactyloctenium%20aegyptium";"http://floranorthamerica.org/Dactyloctenium_aegyptium";"https://openobs.mnhn.fr/redirect/inpn/taxa/638629?departmentInseeId=974&view=map";"In"
"Dactyloctenium aegyptium";"https://inaturalist-open-data.s3.amazonaws.com/photos/151765708/original.jpeg?1629362464";;;"Indigène";638629;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/91721970";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397387-1";"https://www.gbif.org/fr/species/2706188";76599;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76599";"151765708";"91721970";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactyloctenium+aegyptium";"https://tropicos.org/name/Search?name=dactyloctenium%20aegyptium";"http://floranorthamerica.org/Dactyloctenium_aegyptium";"https://openobs.mnhn.fr/redirect/inpn/taxa/638629?departmentInseeId=974&view=map";"In"
"Dactyloctenium aegyptium";"https://inaturalist-open-data.s3.amazonaws.com/photos/151765717/original.jpeg?1629362474";;;"Indigène";638629;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/91721970";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397387-1";"https://www.gbif.org/fr/species/2706188";76599;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76599";"151765717";"91721970";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=dactyloctenium+aegyptium";"https://tropicos.org/name/Search?name=dactyloctenium%20aegyptium";"http://floranorthamerica.org/Dactyloctenium_aegyptium";"https://openobs.mnhn.fr/redirect/inpn/taxa/638629?departmentInseeId=974&view=map";"In"
